root,1,642,101092
Viruses,10239,0,3
Duplodnaviria,2731341,0,3
Heunggongvirae,2731360,0,3
Uroviricota,2731618,0,3
Caudoviricetes,2731619,0,3
Caudovirales,28883,0,3
Siphoviridae,10699,0,3
unclassified Siphoviridae,196894,0,3
Siphoviridae sp.,2170413,2,2
Streptococcus satellite phage Javan368,2558664,1,1
cellular organisms,131567,1,97930
Bacteria,2,1726,97925
Proteobacteria,1224,0,1
delta/epsilon subdivisions,68525,0,1
Epsilonproteobacteria,29547,0,1
Campylobacterales,213849,0,1
Campylobacteraceae,72294,0,1
Campylobacter,194,1,1
environmental samples,48479,0,4
uncultured bacterium,77133,4,4
Terrabacteria group,1783272,30,96194
Firmicutes,1239,19,26372
Bacilli,91061,153,26353
Bacillales,1385,11,3725
Staphylococcaceae,90964,5,3628
Staphylococcus,1279,187,3623
Staphylococcus aureus,1280,18,18
Staphylococcus epidermidis,1282,2082,2082
Staphylococcus haemolyticus,1283,1066,1066
Staphylococcus hominis,1290,2,2
Staphylococcus lugdunensis,28035,263,263
Staphylococcus caprae,29380,2,2
Staphylococcus intermedius group,2815305,0,3
Staphylococcus pseudintermedius,283734,3,3
Bacillaceae,186817,13,33
Bacillus,1386,0,17
Bacillus badius,1455,17,17
Lysinibacillus,400634,0,3
Lysinibacillus sphaericus,1421,3,3
Listeriaceae,186820,0,53
Listeria,1637,28,53
Listeria monocytogenes,1639,25,25
Lactobacillales,186826,0,22475
Streptococcaceae,1300,0,2
Streptococcus,1301,0,2
Streptococcus agalactiae,1311,1,1
Streptococcus mitis,28037,1,1
Enterococcaceae,81852,68,22472
Enterococcus,1350,229,22403
Enterococcus faecalis,1351,22174,22174
Vagococcus,2737,1,1
Carnobacteriaceae,186828,0,1
Trichococcus,82802,0,1
environmental samples,189664,0,1
uncultured Trichococcus sp.,189665,1,1
Actinobacteria,201174,0,69792
Actinomycetia,1760,0,69792
Bifidobacteriales,85004,0,69453
Bifidobacteriaceae,31953,0,69453
Bifidobacterium,1678,5478,69453
Bifidobacterium bifidum,1681,11144,11144
Bifidobacterium angulatum,1683,1,1
Bifidobacterium breve,1685,52759,52759
Bifidobacterium dentium,1689,1,1
Bifidobacterium choerinum,35760,1,1
Bifidobacterium scardovii,158787,1,1
Bifidobacterium longum,216816,68,68
Corynebacteriales,85007,0,338
Corynebacteriaceae,1653,0,336
Corynebacterium,1716,0,336
Corynebacterium kroppenstedtii,161879,336,336
Nocardiaceae,85025,0,1
Rhodococcus,1827,1,1
Lawsonellaceae,2805586,0,1
Lawsonella,1847725,0,1
Lawsonella clevelandensis,1528099,1,1
Propionibacteriales,85009,0,1
Propionibacteriaceae,31957,0,1
Cutibacterium,1912216,0,1
Cutibacterium acnes,1747,1,1
Eukaryota,2759,0,4
Viridiplantae,33090,0,1
Streptophyta,35493,0,1
Streptophytina,131221,0,1
Embryophyta,3193,0,1
Tracheophyta,58023,0,1
Euphyllophyta,78536,0,1
Spermatophyta,58024,0,1
Magnoliopsida,3398,0,1
Mesangiospermae,1437183,0,1
Liliopsida,4447,0,1
Petrosaviidae,1437197,0,1
commelinids,4734,0,1
Poales,38820,0,1
Poaceae,4479,0,1
BOP clade,359160,0,1
Pooideae,147368,0,1
Triticodae,1648038,0,1
Triticeae,147389,0,1
Triticinae,1648030,0,1
Triticum,4564,0,1
Triticum aestivum,4565,1,1
Opisthokonta,33154,0,3
Metazoa,33208,0,3
Eumetazoa,6072,0,3
Bilateria,33213,0,3
Deuterostomia,33511,0,3
Chordata,7711,0,3
Craniata,89593,0,3
Vertebrata,7742,0,3
Gnathostomata,7776,0,3
Teleostomi,117570,0,3
Euteleostomi,117571,0,3
Sarcopterygii,8287,0,3
Dipnotetrapodomorpha,1338369,0,3
Tetrapoda,32523,0,3
Amniota,32524,0,3
Mammalia,40674,0,3
Theria,32525,0,3
Eutheria,9347,0,3
Boreoeutheria,1437010,0,3
Euarchontoglires,314146,0,3
Primates,9443,0,3
Haplorrhini,376913,0,3
Simiiformes,314293,0,3
Catarrhini,9526,0,3
Hominoidea,314295,0,3
Hominidae,9604,0,3
Homininae,207598,1,3
Homo,9605,0,2
Homo sapiens,9606,2,2
